,franchise,name,city,address,phone
139,KFC,KFC Часовая Москва,Москва,"Москва, 125315, Москва, Часовая, 13",Тел.: +79253051378 
140,KFC,KFC Флотилия Москва,Москва,"Москва, 125581, Москва,  Флотская ул., д.7, стр. 1",Тел.: +74951980953 
141,KFC,KFC Динамо Москва,Москва,"Москва, 125167, Москва, Ленинградский проспект, вл36",Тел.: +74951980930 
142,KFC,KFC Краснопрудный Москва,Москва,"Москва, 107140, Москва, Краснопрудная, 15","Тел.: +74952408424 доб.: 6562, 9562"
143,KFC,KFC Фэвори Москва,Москва,"Москва, 109316, Москва, Волгоградский проспект, 32к1",Тел.: +79636308203 
144,KFC,KFC Глобал Молл,Москва,"Москва, 115280, Москва, Ленинская Слобода, 26с2",Тел.: +79636301389 
145,KFC,"KFC Казанский -1 этаж, подземный переход",Москва,"Москва, 107140, Москва, Комсомольская площадь, 2",Тел.: +74957255646 доб.: 1243
146,KFC,KFC Вегас Москва,Москва,"Москва, 115582, Москва, МКАД, 24-й километр",Тел.: +79250046304 
147,KFC,KFC Яр Москва,Москва,"Москва, 129337, Москва, Ярославское шоссе, 114",Тел.: +74951980902 
148,KFC,KFC Хлобыстова Москва,Москва,"Москва, 109542, Москва, Хлобыстова, 7",Тел.: +79636301214 
149,KFC,KFC Внуковское Москва,Москва,"Москва, 108811,, Москва, квартал 30,, вл. 1, с.1","Тел.: +74952120000 доб.: 5214, 5213"
150,KFC,KFC Аэропорт Москва,Москва,"Москва, 125319, Москва, Ленинградский проспект, 62а",Тел.: +74950231255 
151,KFC,KFC Ритейл Парк Москва,Москва,"Москва, 117556, Москва, Варшавское шоссе, 97",Тел.: +79250038613 
152,KFC,KFC Проспект Мира Москва,Москва,"Москва, 129090, Москва, Проспект Мира, 40","Тел.: +74952408424 доб.: 6579, 9579"
153,KFC,KFC Совхозная Москва,Москва,"Москва, 109386, Москва, Совхозная, 39","Тел.: +74952408424 доб.: 6118, 9118"
154,KFC,KFC Холодильный Москва,Москва,"Москва, 115191, Москва, Большая Тульская, д 11",Тел.: +74950230288 
155,KFC,KFC Принц Москва,Москва,"Москва, 117574, Москва, ул. Профсоюзная, 129 а",Тел.: +74959871420 
156,KFC,KFC Горчакова Москва,Москва,"Москва, 117042, Москва, Горчакова, 11","Тел.: +74952408424 доб.: 6182, 9182"
157,KFC,KFC Панфиловский Москва,Москва,"Москва, 124460, Москва, Панфиловский проспект, 6А","Тел.: +74952408424 доб.: 6082, 9082"
158,KFC,KFC Жулебино Москва,Москва,"Москва, 109156, Москва, Авиаконструктора Миля, вл7","Тел.: +74952408424 доб.: 6984, 9984"
159,KFC,KFC Савеловский 3 Москва,Москва,"Москва, 127015, Москва, площадь Савёловского Вокзала, 2с10",Тел.: +79660131421 
160,KFC,KFC Кунцево Плаза Москва,Москва,"Москва, 121552, Москва, Ярцевская, 19","Тел.: +74952120000 доб.: 5074, 5073"
161,KFC,KFC Белорусская Москва,Москва,"Москва, 123056, Москва, Грузинский Вал, 28/45",Тел.: +74952120000 доб.: 5006
162,KFC,KFC МКАД 38 Москва,Москва,"Москва, 109145, Москва, МКАД 38 км, вл.6А, стр. 1",Тел.: +79661684076 
163,KFC,KFC Миклухо-Маклая Москва,Москва,"Москва, 117485, Москва, ул. Миклухо-Маклая, 47А","Тел.: +74952408424 доб.: 6541, 9541"
164,KFC,KFC Калита Москва,Москва,"Москва, 117588, Москва, Новоясеневский проспект, вл7","Тел.: +74952408424 доб.: 6152, 9152"
165,KFC,KFC Академическая Москва,Москва,"Москва, 117447, Москва,  Большая Черёмушкинская, 1","Тел.: +74952408424 доб.: 6544, 9544"
166,KFC,KFC Бирюза Москва,Москва,"Москва, 117403, Москва, ул. Булатниковская, д.2А",Тел.: +74953243018 
167,KFC,KFC Бибирево Москва,Москва,"Москва, 127560, Москва, Пришвина, 22",Тел.: +79269007291 
168,KFC,KFC Курский 4 Москва,Москва,"Москва, 105064, Москва, улица Земляной вал, дом 29, строение 9",Тел.: +79636299805 
169,KFC,KFC 3D Москва,Москва,"Москва, 109052, Москва, Нижегородская, 50",Тел.: +79250049796 
170,KFC,KFC Наш Боровское Москва,Москва,"Москва, 109145, Москва, МКАД, 47-й километр, с20","Тел.: +74952408424 доб.: 6144, 9144"
171,KFC,KFC Шереметьевский Москва,Москва,"Москва, 129594, Москва, Шереметьевская, 60а",Тел.: +74951980985 
172,KFC,KFC Лебедянская Москва,Москва,"Москва, 115372, Москва, Бирюлёвская, 43",Тел.: +74950230294 
173,KFC,KFC Орджоникидзе Москва,Москва,"Москва, 115419, Москва, Орджоникидзе, дом 11, стр. 1А",Тел.: +74950231693 
174,KFC,KFC Серебряный Дом Москва,Москва,"Москва, 107023, Москва, Большая Семёновская, 16","Тел.: +74952408424 доб.: 6974, 9974"
175,KFC,KFC Капитолий Каширское Москва,Москва,"Москва, 115582, Москва, Каширское шоссе, 61к2","Тел.: +74952120000 доб.: 5960, 5959"
176,KFC,KFC Москворецкий рынок Москва,Москва,"Москва, 117149, Москва, Болотниковская, 12",Тел.: +74950210987 
177,KFC,KFC Трамплин Москва,Москва,"Москва, 121552, Москва, Ярцевская, 25А","Тел.: +74952408424 доб.: 6624, 9624"
178,KFC,KFC Плещеево Москва,Москва,"Москва, 127560, Москва, Плещеева, 4",Тел.: +74951980901 
179,KFC,KFC Петровский Москва,Москва,"Москва, 143026, Москва, Можайское шоссе, 39",Тел.: +74951980940 
180,KFC,KFC Солнечный Рай Москва,Москва,"Москва, 119618, Москва, Боровское шоссе, 6","Тел.: +74952408424 доб.: 6623, 9623"
181,KFC,KFC Калужская Москва,Москва,"Москва, 117420, Москва, Профсоюзная, 61",Тел.: +79636304393 
182,KFC,KFC Крымская Москва,Москва,"Москва, 117447, Москва, Севастопольский проспект, 20б",Тел.: +74950230399 
183,KFC,KFC Даниловская мануфактура Москва,Москва,"Москва, 117149, Москва, Варшавское шоссе, д. 5 стр. 2",Тел.: +74950210957 
184,KFC,KFC Кожевническая Москва,Москва,"Москва, 115114, Москва, Кожевническая, д.10, стр.1",Тел.: +74950230913 
185,KFC,KFC Марс Москва,Москва,"Москва, 127410, Москва, Инженерная, д.1",Тел.: +74951980941 
186,KFC,KFC Волгоградский Москва,Москва,"Москва, 109117, Москва, Волгоградский проспект, 119А","Тел.: +74952408424 доб.: 6064, 9064"
187,KFC,KFC Ком-Сити Москва,Москва,"Москва, 142784, Москва, Киевское шоссе, 2 Г","Тел.: +74952408424 доб.: 6050, 9050"
188,KFC,KFC Вернадского Москва,Москва,"Москва, 119334, Москва, проспект Вернадского, 6","Тел.: +74952120000 доб.: 5020, 5019"
189,KFC,KFC Сокол Москва,Москва,"Москва, 125315, Москва, Ленинградский проспект, дом 76А, ТЦ «Метромаркет»",Тел.: +74951980923 
190,KFC,KFC Народного Ополчения Москва,Москва,"Москва, 123298, Москва, Народного Ополчения, 46к1","Тел.: +74952120000 доб.: 5004, 5003"
191,KFC,KFC Совенок Москва,Москва,"Москва, 127018, Москва, Сущёвский Вал, 5с9",Тел.: +74951980994 
192,KFC,KFC Черкизовская Москва,Москва,"Москва, 107553, Москва, Окружной проезд, 2Ас1",Тел.: +74991617933 
193,KFC,KFC Шелл Ржавки Москва,Москва,"Москва, 124482, Москва, Ленинградское шоссе, 38-й километр, стр 1",Тел.: +79263975760 
194,KFC,KFC Коломенская Москва,Москва,"Москва, 115470, Москва, проспект Андропова, 23",Тел.: +79295585542 
195,KFC,KFC Чертановская Москва,Москва,"Москва, 117639, Москва, Чертановская, 1Г",Тел.: +74951980903 
196,KFC,KFC Луганская Москва,Москва,"Москва, 115516, Москва, Луганская, 10",Тел.: +79160792850 
197,KFC,KFC Заря Москва,Москва,"Москва, 107023, Москва, ул. Большая Семеновская влд.. 20 стр. 1/2",Тел.: +79259543631 
198,KFC,KFC Ресторан Будущего (Бутырская) Москва,Москва,"Москва, 127254, Москва, проезд Огородный,, д. 14","Тел.: +74952120000 доб.: 5212, 5211"
199,KFC,KFC Спектр Москва,Москва,"Москва, 117574, Москва, Новоясеневский проспект, 1",Тел.: +79250049098 
200,KFC,KFC Рамстор Беляево Москва,Москва,"Москва, 117279, Москва, Миклухо-Маклая, 32А",Тел.: +79250038614 
201,KFC,KFC Наш Ярославское шоссе Москва,Москва,"Москва, 129337, Москва, Ярославское шоссе, д. 54","Тел.: +74952408424 доб.: 6555, 9555"
202,KFC,KFC Шелл Марьино Москва,Москва,"Москва, 109469, Москва, Марьинский Парк, 12",Тел.: +79250051689 
203,KFC,KFC Парк Видное Москва,Москва,"Москва, 142703, Москва, ул. Старо-Нагорная, д. 20","Тел.: +74952408424 доб.: 6547, 9022"
204,KFC,KFC ТТК Москва,Москва,"Москва, 119334, Москва, 5-й Донской проезд, д.19, стр.2",Тел.: +79636300472 
205,KFC,KFC Перово Москва,Москва,"Москва, 111401, Москва, Зеленый проспект, д. 19",Тел.: +79259543632 
206,KFC,KFC Океан Москва,Москва,"Москва, 111539, Москва, ул. Вешняковская д 17А",Тел.: +79259543640 
207,KFC,KFC Казанский вокзал на перроне,Москва,"Москва, 107140, Москва, Комсомольская площадь, 2",Тел.: +79636300794 
208,KFC,KFC Красная Пресня Москва,Москва,"Москва, 123242, Москва, Красная Пресня, 4",Тел.: +79269962487 
209,KFC,KFC Автовокзал Москва,Москва,"Москва, 107207, Москва, Щелковское шоссе д 75",Тел.: +79259543638 
210,KFC,KFC Парк Победы Москва,Москва,"Москва, 121170, Москва, ул. Генерала Ермолова, д. 4",Тел.: +74992726819 
211,KFC,KFC Рязанский проспект Москва,Москва,"Москва, 109456, Москва, Рязанский проспект, 75к3",Тел.: +74952408424 доб.: 9563
212,KFC,KFC Елоховский Москва,Москва,"Москва, 105066, Москва, Спартаковская, 24","Тел.: +74952408424 доб.: 6565, 9565"
